i,timestamp,trend,entry_score,wp,dp,rs,vs,bs,bb,ret5,ret5_hot,hot_ret5,breakout_entry,vshape,strong_breakout_context,alpha_ok_if_raw1,in_uptrend_macro,is_real_entry
4336,2022-02-09 02:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.01304206064558211,0.06999999999999999,False,True,False,True,True,True,False
4337,2022-02-09 03:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.010741488184363046,0.06999999999999999,False,False,False,False,True,True,False
4338,2022-02-09 04:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.010814332247556901,0.06999999999999999,False,False,False,False,False,True,False
4339,2022-02-09 06:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0032446463335495945,0.06999999999999999,False,False,False,False,True,True,False
4340,2022-02-09 07:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.003581895148160319,0.06999999999999999,False,False,False,False,True,True,False
4341,2022-02-10 02:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.008690054715159268,0.06999999999999999,False,False,False,False,True,True,False
4342,2022-02-10 03:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.008952724462192418,0.06,False,False,False,False,True,True,False
4343,2022-02-10 04:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.008829595256509282,0.06,False,False,False,False,False,True,False
4344,2022-02-10 06:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.008861578266494252,0.06,False,False,False,False,True,True,False
4345,2022-02-10 07:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0009733939000649006,0.06999999999999999,False,False,False,False,True,True,False
4346,2022-02-11 02:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.00012987012987020208,0.06,False,False,False,False,True,True,False
4347,2022-02-11 03:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0005849093390524196,0.06,False,False,False,False,True,True,False
4348,2022-02-11 04:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.00032511866831397285,0.06,False,False,False,False,False,True,False
4349,2022-02-11 06:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.003654636820465962,0.06,False,False,False,False,True,True,False
4350,2022-02-11 07:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.00032414910858991064,0.06999999999999999,False,True,False,True,True,True,False
4351,2022-02-14 02:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.007271782885339584,0.06,False,False,False,False,True,True,False
4352,2022-02-14 03:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.008833463237204464,0.06,False,False,False,False,True,True,False
4353,2022-02-14 04:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.008515340613624578,0.06,False,False,False,False,False,True,False
4354,2022-02-14 06:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.005592041094999778,0.06,False,False,False,False,True,True,False
4355,2022-02-14 07:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.021322099805573647,0.06,False,False,False,False,True,True,False
4356,2022-02-15 02:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.009810333551340755,0.06,False,False,False,False,True,True,False
4357,2022-02-15 03:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.006553079947575369,0.06,False,False,False,False,True,True,False
4358,2022-02-15 04:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0055071133547498485,0.06,False,False,False,False,False,True,False
4359,2022-02-15 06:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.004381089387301418,0.06,False,False,False,False,True,True,False
4360,2022-02-15 07:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.007880272829613899,0.06,False,False,False,False,False,False,False
4361,2022-02-16 02:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0071994715984149416,0.06,False,False,False,False,False,False,False
4362,2022-02-16 03:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0029023746701848374,0.06,False,False,False,False,False,False,False
4363,2022-02-16 04:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.002175489485134019,0.06,False,False,False,False,False,False,False
4364,2022-02-16 06:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0003940627873373348,0.06,False,False,False,False,False,False,False
4365,2022-02-16 07:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0006570302233902536,0.06,False,False,False,False,False,False,False
4366,2022-02-17 02:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.001836185979408489,0.06,False,False,False,False,False,False,False
4367,2022-02-17 03:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.005393317548013643,0.06,False,False,False,False,False,False,False
4368,2022-02-17 04:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.002762794369161936,0.06,False,False,False,False,False,False,False
4369,2022-02-17 06:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.008607095926412622,0.06,False,True,False,False,True,False,False
4370,2022-02-17 07:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.012623274161735809,0.06,False,False,False,False,False,False,False
4371,2022-02-18 02:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.001505531190678755,0.06,False,False,False,False,False,False,False
4372,2022-02-18 03:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0020934188146014554,0.06,False,False,False,False,False,False,False
4373,2022-02-18 04:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0005247966413015615,0.06,False,False,False,False,False,False,False
4374,2022-02-18 06:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.008012507328512775,0.06,False,False,False,False,False,False,False
4375,2022-02-18 07:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.009868848201532332,0.06,False,False,False,False,False,False,False
4376,2022-02-21 02:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0001311131506490648,0.06,False,False,False,False,False,False,False
4377,2022-02-21 03:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0022944801363576905,0.06,False,False,False,False,False,False,False
4378,2022-02-21 04:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0013126804935679193,0.06,False,False,False,False,False,False,False
4379,2022-02-21 06:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.003414762280010475,0.06,False,False,False,False,False,False,False
4380,2022-02-21 07:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.003278688524590123,0.06,False,False,False,False,False,False,False
4381,2022-02-22 02:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.005441909257802191,0.06,False,False,False,False,False,False,False
4382,2022-02-22 03:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.008279124778237779,0.06,False,False,False,False,False,False,False
4383,2022-02-22 04:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.011995280545359144,0.06,False,False,False,False,False,False,False
4384,2022-02-22 06:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.015183246073298462,0.06,False,False,False,False,False,False,False
4385,2022-02-22 07:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.008169934640522847,0.06,False,False,False,False,False,False,False
4386,2022-02-23 02:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0077790230074494815,0.06,False,False,False,False,False,False,False
4387,2022-02-23 03:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.015106340687736086,0.06,False,False,False,False,False,False,False
4388,2022-02-23 04:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.01645326079745235,0.06,False,False,False,False,False,False,False
4389,2022-02-23 06:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.017078681552365804,0.06,False,False,False,False,False,False,False
4390,2022-02-23 07:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.00777594728171338,0.06,False,False,False,False,False,False,False
4391,2022-02-24 02:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0023549421076732857,0.06,False,False,False,False,False,False,False
4392,2022-02-24 03:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.012923438417857813,0.06,False,False,False,False,False,False,False
4393,2022-02-24 04:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.012792898635859196,0.06,False,False,False,False,False,False,False
4394,2022-02-24 06:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.014635739954263371,0.06,False,False,False,False,False,False,False
4395,2022-02-24 07:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.00954685150068657,0.06,False,False,False,False,False,False,False
4396,2022-02-25 02:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0001311389417085751,0.06,False,False,False,False,False,False,False
4397,2022-02-25 03:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.009521920253917848,0.06,False,False,False,False,False,False,False
4398,2022-02-25 04:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.007867768595041458,0.06,False,False,False,False,False,False,False
4399,2022-02-25 06:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.009349512631788404,0.06,False,False,False,False,False,False,False
4400,2022-02-25 07:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0015184524988445247,0.06,False,False,False,False,False,False,False
4401,2022-02-28 02:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.006492228998622895,0.06,False,False,False,False,False,False,False
4402,2022-02-28 03:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.011135128053972654,0.06,False,False,False,False,False,False,False
4403,2022-02-28 04:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.01056153240619273,0.06,False,False,False,False,False,False,False
4404,2022-02-28 06:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.006109578242018077,0.06,False,False,False,False,False,False,False
4405,2022-02-28 07:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0038233355306526162,0.06,False,False,False,False,False,False,False
4406,2022-03-01 02:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0,0.06,False,False,False,False,False,False,False
4407,2022-03-01 03:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.003974299529707848,0.06,False,False,False,False,False,False,False
4408,2022-03-01 04:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0041768878870251935,0.06,False,False,False,False,False,False,False
4409,2022-03-01 06:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0017846519928612636,0.06,False,False,False,False,False,False,False
4410,2022-03-01 07:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0029115934356802597,0.06,False,False,False,False,False,False,False
4411,2022-03-02 02:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.003894389438943935,0.06,False,False,False,False,False,False,False
4412,2022-03-02 03:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.00798311011413877,0.06,False,False,False,False,False,False,False
4413,2022-03-02 04:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.00831902812623786,0.06,False,False,False,False,False,False,False
4414,2022-03-02 06:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.007983636843494235,0.06,False,False,False,False,False,False,False
4415,2022-03-02 07:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.00897334389020843,0.06,False,False,False,False,False,False,False
4416,2022-03-03 02:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0026505864422503578,0.06,False,False,False,False,False,False,False
4417,2022-03-03 03:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0021947326416600355,0.06,False,False,False,False,False,False,False
4418,2022-03-03 04:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0013315579227697327,0.06,False,False,False,False,False,False,False
4419,2022-03-03 06:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0049883604921849845,0.06,False,False,False,False,False,False,False
4420,2022-03-03 07:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.010319573901464762,0.06,False,True,False,False,True,False,False
4421,2022-03-04 02:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.006976280645804245,0.06,False,False,False,False,False,False,False
4422,2022-03-04 03:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.003848961444024024,0.06,False,False,False,False,False,False,False
4423,2022-03-04 04:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.006316489361702038,0.06,False,False,False,False,False,False,False
4424,2022-03-04 06:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0,0.06,False,False,False,False,False,False,False
4425,2022-03-04 07:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0029654036243822457,0.06,False,False,False,False,False,False,False
4426,2022-03-07 02:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.011084718923198733,0.06,False,False,False,False,False,False,False
4427,2022-03-07 03:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.005354663846103058,0.06,False,False,False,False,False,False,False
4428,2022-03-07 04:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.005682193591014184,0.06,False,False,False,False,False,False,False
4429,2022-03-07 06:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.00403706154864325,0.06,False,False,False,False,False,False,False
4430,2022-03-07 07:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.00581625908790484,0.06,False,False,False,False,False,False,False
4431,2022-03-08 02:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0027355217507338825,0.06,False,False,False,False,False,False,False
4432,2022-03-08 03:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.006247507643227346,0.06,False,False,False,False,False,False,False
4433,2022-03-08 04:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.004917270250515027,0.06,False,False,False,False,False,False,False
4434,2022-03-08 06:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.007243006179812661,0.06,False,False,False,False,False,False,False
4435,2022-03-08 07:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.00924079244781284,0.06,False,False,False,False,False,False,False
4436,2022-03-09 02:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.002809928413728513,0.06,False,False,False,False,False,False,False
4437,2022-03-09 03:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.004547886570358428,0.06,False,False,False,False,False,False,False
4438,2022-03-09 04:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0033388981636059967,0.06,False,False,False,False,False,False,False
4439,2022-03-09 06:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0014056224899597902,0.06,False,False,False,False,False,False,False
4440,2022-03-09 07:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.00033550291887540773,0.06,False,False,False,False,False,False,False
4441,2022-03-10 02:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.006574974840657388,0.06,False,False,False,False,False,False,False
4442,2022-03-10 03:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.007121741467347453,0.06,False,False,False,False,False,False,False
4443,2022-03-10 04:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0041541038525962914,0.06,False,False,False,False,False,False,False
4444,2022-03-10 06:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0029492593337354656,0.06,False,False,False,False,False,False,False
4445,2022-03-10 07:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0005366246310705147,0.06,False,False,False,False,False,False,False
4446,2022-03-11 02:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.009864693727921092,0.06,False,False,False,False,False,False,False
4447,2022-03-11 03:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.010740493662441564,0.06,False,False,False,False,False,False,False
4448,2022-03-11 04:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.011009541602722384,0.06,False,False,False,False,False,False,False
4449,2022-03-11 06:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.009891064626077584,0.06,False,False,False,False,False,False,False
4450,2022-03-11 07:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.00939597315436247,0.06,False,False,False,False,False,False,False
4451,2022-03-14 02:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.009357118815213838,0.06,False,False,False,False,False,False,False
4452,2022-03-14 03:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.014161440420797033,0.06,False,False,False,False,False,False,False
4453,2022-03-14 04:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.013898259344218178,0.06,False,False,False,False,False,False,False
4454,2022-03-14 06:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.009719878501518786,0.06,False,False,False,False,False,False,False
4455,2022-03-14 07:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.008536585365853555,0.06,False,False,False,False,False,False,False
4456,2022-03-15 02:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.005572166349551377,0.06,False,False,False,False,False,False,False
4457,2022-03-15 03:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0006840413160954517,0.06,False,False,False,False,False,False,False
4458,2022-03-15 04:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.00020525451559927355,0.06,False,False,False,False,False,False,False
4459,2022-03-15 06:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0004771317565264166,0.06,False,False,False,False,False,False,False
4460,2022-03-15 07:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0007516741834083795,0.06,False,False,False,False,False,False,False
4461,2022-03-16 02:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.003348366817001347,0.06,False,False,False,False,False,False,False
4462,2022-03-16 03:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.004175508248339899,0.06,False,False,False,False,False,False,False
4463,2022-03-16 04:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.003832204201738243,0.06,False,False,False,False,False,False,False
4464,2022-03-16 06:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.004700912930917012,0.06,False,True,False,False,True,False,False
4465,2022-03-16 07:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.004984636394673947,0.06,False,False,False,False,False,False,False
4466,2022-03-17 02:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.005720901723081262,0.06,False,False,False,False,False,False,False
4467,2022-03-17 03:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.007157464212679043,0.06,False,False,False,False,False,False,False
4468,2022-03-17 04:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.005862703660781232,0.06,False,False,False,False,False,False,False
4469,2022-03-17 06:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0011527768359667068,0.06,False,False,False,False,False,False,False
4470,2022-03-17 07:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.00027177605652939363,0.06,False,False,False,False,False,False,False
4471,2022-03-18 02:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0012189341098394202,0.06,False,False,False,False,False,False,False
4472,2022-03-18 03:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0007445008460236213,0.06,False,False,False,False,False,False,False
4473,2022-03-18 04:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.003863097255167869,0.06,False,False,False,False,False,False,False
4474,2022-03-18 06:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.005091649694501044,0.06,False,False,False,False,False,False,False
4475,2022-03-18 07:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.004007607662002366,0.06,False,False,False,False,False,False,False
4476,2022-03-21 02:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0021643557659789536,0.06999999999999999,False,False,False,False,True,False,False
4477,2022-03-21 03:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0020965778439065996,0.06999999999999999,False,False,False,False,False,False,False
4478,2022-03-21 04:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0001350256548744433,0.06999999999999999,False,False,False,False,False,False,False
4479,2022-03-21 06:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.005336035123269189,0.06999999999999999,False,True,False,True,True,False,False
4480,2022-03-21 07:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.01136594276435976,0.06999999999999999,False,True,False,True,True,False,False
4481,2022-03-22 02:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.010865897280151193,0.06999999999999999,False,False,False,False,True,False,False
4482,2022-03-22 03:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.008976176014037884,0.06999999999999999,False,False,False,False,True,True,False
4483,2022-03-22 04:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.014854827819041239,0.06999999999999999,False,False,False,False,True,True,False
4484,2022-03-22 06:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.00947325987637715,0.06999999999999999,False,False,False,False,True,True,False
4485,2022-03-22 07:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.003411599438089441,0.06999999999999999,False,False,False,False,True,True,False
4486,2022-03-23 02:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0032047002269994795,0.06999999999999999,False,False,False,False,True,True,False
4487,2022-03-23 03:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.009096989966555169,0.06999999999999999,False,True,False,True,True,True,False
4488,2022-03-23 04:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.00339321357285427,0.06999999999999999,False,False,False,False,False,True,False
4489,2022-03-23 06:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.003594009983361124,0.06999999999999999,False,False,False,False,True,True,False
4490,2022-03-23 07:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0018666666666666831,0.06999999999999999,False,False,False,False,True,True,False
4491,2022-03-24 02:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0043258352189538,0.06999999999999999,False,False,False,False,True,True,False
4492,2022-03-24 03:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.010406999867426658,0.06,False,False,False,False,True,True,False
4493,2022-03-24 04:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.008553809429082904,0.06999999999999999,False,False,False,False,False,True,False
4494,2022-03-24 06:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.001736690935809193,0.06,False,False,False,False,True,True,False
4495,2022-03-24 07:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0021373230029388957,0.06,False,False,False,False,True,True,False
4496,2022-03-25 02:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0024730967181336716,0.06,False,False,False,False,True,True,False
4497,2022-03-25 03:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0016076093509277412,0.06,False,False,False,False,True,True,False
4498,2022-03-25 04:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0022739432851792696,0.06,False,False,False,False,False,True,False
4499,2022-03-25 06:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0012044161927066144,0.06,False,False,False,False,True,True,False
4500,2022-03-25 07:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0,0.06,False,False,False,False,True,True,False
4501,2022-03-28 02:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.004489413025998368,0.06,False,False,False,False,True,True,False
4502,2022-03-28 03:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.005300234820530103,0.06,False,False,False,False,True,True,False
4503,2022-03-28 04:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.006770344550207752,0.06,False,False,False,False,False,True,False
4504,2022-03-28 06:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.00837408722449251,0.06,False,False,False,False,True,True,False
4505,2022-03-28 07:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.007028112449799173,0.06,False,False,False,False,True,True,False
4506,2022-03-29 02:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0027596419196338484,0.06,False,False,False,False,True,True,False
4507,2022-03-29 03:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.004519088088493328,0.06,False,False,False,False,True,True,False
4508,2022-03-29 04:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.006411554295741473,0.06,False,False,False,False,False,True,False
4509,2022-03-29 06:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.008039454127820367,0.06,False,True,False,False,True,True,False
4510,2022-03-29 07:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.006673407482305382,0.06,False,False,False,False,True,True,False
4511,2022-03-30 02:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.005571217613102419,0.06999999999999999,False,True,False,True,True,True,False
4512,2022-03-30 03:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.008527496139125734,0.06999999999999999,False,True,False,True,True,True,False
4513,2022-03-30 04:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0020118025751072466,0.06999999999999999,False,False,False,False,True,True,False
